strTaxClas,ID,strITIScode,strElCode,strGName,strSComNam,strGRank,strGRank2,strSRankAZ,strSRankAZ2,strSRankCO,strSRankCO2,strSRankNM,strSRankNM2,strSRankNV,strSRankNV2,strSRankUT,strSRankUT2,strUSESA,strSProtAZ,strSProtCO,strSProtNM,strSProtNV,strSProtUT,strSGCNAZ,strSGCNCO,strSGCNNV,strSGCNNM,strSGCNUT,strPIF09,strPIF10,strPIF16,strPIF18,strPIF33,strPIF34,strPIF35,strSWReGAPmodel
AVES,792,176684,ABNNF14010,"Tryngites subruficollis","BUFF-BREASTED SANDPIPER",G4,,,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,406,176686,ABNNF08040,"Limosa fedoa","MARBLED GODWIT",G5,,S3M,S3M,,,S4N,,S3M,S3M,SNA,,,,,,,,1,1,,,,,,,,,,,1
AVES,318,176700,ABNNF18010,"Gallinago gallinago","COMMON SNIPE",G5,,"S1B,S4N","S1B,S4N",S5,,"S2B,S5N","S2B,S5N",S4,,"S4B,S3N","S4B,S3N",,,,,,,,,,,,,,,,,,,1
AVES,629,176721,ABNND02010,"Recurvirostra americana","AMERICAN AVOCET",G5,,S2,S2,"S4B,S4N",,"S4B,S4N",,S4B,,S2S3B,S2S3B,,,,,,,1,,1,,1,,,,,,,,1
AVES,345,176726,ABNND01010,"Himantopus mexicanus","BLACK-NECKED STILT",G5,,S2,S2,S3B,S3B,"S4B,S4N",,S3S4B,S3S4B,S2S3B,S2S3B,,,,,,,,,1,,1,,,,,,,,1
AVES,550,176735,ABNNF20020,"Phalaropus lobatus","RED-NECKED PHALAROPE",G4G5,,S4S5M,,SNA,,S4N,,S4M,,S3N,S3N,,,,,,,1,,1,,,,,,,,,,1
AVES,551,176736,ABNNF20010,"Phalaropus tricolor","WILSON'S PHALAROPE",G5,,"S1B,S5N","S1B,S5N","S4B,S4N",,"S2B,S4N","S2B,S4N","S2S3B,S4M","S2S3B,S4M",S2S3B,S2S3B,,,,,,,1,1,,1,,,,,,,,,1
AVES,380,176808,ABNNM03200,"Larus hyperboreus","GLAUCOUS GULL",G5,,,,SNA,,SNA,,,,S1S2N,S1S2N,,,,,,,,,,,,,,,,,,,1
AVES,377,176824,ABNNM03120,"Larus argentatus","HERRING GULL",G5,,S2N,S2N,S4N,,S4N,,S5N,,S3N,S3N,,,,,,,1,,,,,,,,,,,,1
AVES,383,176828,ABNNM03130,"Larus thayeri","THAYER'S GULL",G5,,,,SNA,,SNA,,SNA,,S1S2N,S1S2N,,,,,,,,,,,,,,,,,,,1
AVES,378,176829,ABNNM03110,"Larus californicus","CALIFORNIA GULL",G5,,S3N,S3N,S4B,,S4N,,S5B,,S5,,,,,,,,1,,,,,,,,,,,,1
AVES,379,176830,ABNNM03100,"Larus delawarensis","RING-BILLED GULL",G5,,S5N,,SHB,,S5N,,S5B,,S4N,,,,,,,,1,,,,,,,,,,,,1
AVES,382,176838,ABNNM03020,"Larus pipixcan","FRANKLIN'S GULL",G4G5,,S3S4M,S3S4M,S4S5N,,S3N,S3N,S3B,S3B,S4B,,,,,,,,1,,1,,,,,,,,,,1
AVES,381,176839,ABNNM03050,"Larus philadelphia","BONAPARTE'S GULL",G5,,S3S4M,S3S4M,SNA,,S4N,,S3M,S3M,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,830,176866,ABNNM06010,"Xema sabini","SABINE'S GULL",G5,,S2M,S2M,SNA,,S4N,,,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,724,176887,ABNNM08090,"Sterna forsteri","FORSTER'S TERN",G5,,S2N,S2N,"S2B,S4N","S2B,S4N",S4N,,S3B,S3B,S4B,,,,,,,,1,1,1,,,,,,,,,,1
AVES,725,176888,ABNNM08070,"Sterna hirundo","COMMON TERN",G5,,S3M,S3M,SNA,,S4N,,SNA,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,722,176923,ABNNM08100,"Sterna antillarum","LEAST TERN",G4,,S2M,S2M,S1B,S1B,"S1B,S4N","S1B,S4N",,,,,E,,SE,E,,,1,1,,1,,,,,,,,,1
AVES,723,176924,ABNNM08020,"Sterna caspia","CASPIAN TERN",G5,,S1N,S1N,SUB,,S4N,,S2S3B,S2S3B,S1B,S1B,,,,,,,1,,,,1,,,,,,,,1
AVES,182,176959,ABNNM10020,"Chlidonias niger","BLACK TERN",G4,,S3S4M,S3S4M,S2B,S2B,S3N,S3N,S2S3B,S2S3B,SHB,,,,,,,,1,1,1,,,,,,,,,,1
AVES,218,177065,ABNPB01080,"Columba fasciata","BAND-TAILED PIGEON",G4,,S5,,S4B,,"S3B,S4N","S3B,S4N",S3,S3,S3?B,S3?B,,,,,,,,1,,1,1,CC,,CC,,,CC,CC,1
AVES,219,177071,ABNPB01010,"Columba livia","ROCK DOVE",G5,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
AVES,834,177121,ABNPB04010,"Zenaida asiatica","WHITE-WINGED DOVE",G5,,S5,,,,"S5B,S5N",,,,S1B,S1B,,,,,,,1,,,,,,,,,RS,,,1
AVES,835,177125,ABNPB04040,"Zenaida macroura","MOURNING DOVE",G5,,S5,,S5,,"S5B,S5N",,S5,,"S5B,S3N","S5B,S3N",,,,,,,1,,,1,,,,,,,,,1
AVES,726,177134,ABNPB02020,"Streptopelia chinensis","SPOTTED DOVE",G5,,,,,,,,,,SNA,,,,,,,,,,,,,,,,,,,,0
AVES,221,177152,ABNPB06020,"Columbina passerina","COMMON GROUND-DOVE",G5,,S4,,,,"S1B,S1N","S1B,S1N",,,,,,,,E,,,,,,1,,,,,,,,RC,1
AVES,220,177162,ABNPB06010,"Columbina inca","INCA DOVE",G5,,S5,,,,"S4B,S4N",,,,S2?,S2?,,,,,,,,,,,,,,,,,,,1
AVES,211,177831,ABNRB02020,"Coccyzus americanus","YELLOW-BILLED CUCKOO",G5,,S3,S3,S3B,S3B,"S3B,S3N","S3B,S3N",S1B,S1B,S1B,S1B,C,WSC,SC,,"P,S",,2,1,1,1,1,RC,,,,RC,,,1
AVES,212,177834,ABNRB02010,"Coccyzus erythropthalmus","BLACK-BILLED CUCKOO",G5,,S2B,S2B,,,SNA,,,,,,,,,,,,3,,,,1,,,,,,,,1
AVES,326,177836,ABNRB09020,"Geococcyx californianus","GREATER ROADRUNNER",G5,,S5,,S4,,"S4B,S4N",,S4,,S2S3,S2S3,,,,,,,,,,,,,,,,,,RS,1
AVES,803,177851,ABNSA01010,"Tyto alba","COMMON BARN-OWL",G5,,S5,,S4B,,"S4B,S4N",,S4,,S3,S3,,,,,,,,,,,,,,,,,,,1
AVES,503,177856,ABNSB01030,"Otus asio","EASTERN SCREECH-OWL",G5,,,,S4B,,,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,506,177875,ABNSB01070,"Otus trichopsis","WHISKERED SCREECH-OWL",G5,,S5,,,,"S1B,S1N","S1B,S1N",,,,,,,,,,,,,,1,,,,,,,RS,,1
AVES,504,177878,ABNSB01020,"Otus flammeolus","FLAMMULATED OWL",G4,,S4,,S4,,"S3B,S3N","S3B,S3N",S4B,,S3S4B,S3S4B,,,,,,,1,1,,,,CC,CC,"CC,,RS",,CC,CC,CC,1
AVES,86,177884,ABNSB05010,"Bubo virginianus","GREAT HORNED OWL",G5,,S5,,S5,,"S5B,S5N",,S5,,S4,,,,,,,,,,,,,,,,,,,,1
AVES,487,177896,ABNSB06010,"Nyctea scandiaca","SNOWY OWL",G5,,,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,331,177902,ABNSB08010,"Glaucidium gnoma","NORTHERN PYGMY-OWL",G5,,S4,,S3B,S3B,"S4B,S4N",,S4,,S3S4B,S3S4B,,,,,,,1,,,,,,,,,,,,1
AVES,330,177908,ABNSB08040,"Glaucidium brasilianum","FERRUGINOUS PYGMY-OWL",G5,,S1,S1,,,,,,,,,,WSC,,,,,2,,,,,,,,,RC,,,1
AVES,436,177912,ABNSB09010,"Micrathene whitneyi","ELF OWL",G5,,S5,,,,"S3B,S3N","S3B,S3N",SH,,,,,,,,,,1,,,1,,,,,,"CC,RC,RS",CC,CC,1
AVES,727,177925,ABNSB12010,"Strix occidentalis","SPOTTED OWL",G3,G3,S3S4,S3S4,"S1B,SUN","S1B,SUN","S2B,S2N","S2B,S2N",S1N,S1N,S2,S2,T,WSC,SUB-T,,,,2,1,2,2,2,,,"CC,RC",,,"CC,RC,RS","CC,RC",1
AVES,61,177932,ABNSB13010,"Asio otus","LONG-EARED OWL",G5,,"S2B,S2S4N","S2B,S2S4N",S3S4B,S3S4B,"S4B,S4N",,S4,,S3S4,S3S4,,,,,,,1,,,,,,,,,,,,1
AVES,60,177935,ABNSB13040,"Asio flammeus","SHORT-EARED OWL",G5,,SNRN,,S2B,S2B,S2N,S2N,S4,,S2,S2,,,,,,WSC,1,1,1,,1,"CC,RC",CC,,CC,,,,1
AVES,9,177938,ABNSB15010,"Aegolius funereus","BOREAL OWL",G5,,,,S2,S2,"S2B,S2N","S2B,S2N",,,,,,,,T,,,,1,,,1,,,,,,,,1
AVES,8,177942,ABNSB15020,"Aegolius acadicus","NORTHERN SAW-WHET OWL",G5,,S4,,S5,,"S4B,S4N",,S4,,S3,S3,,,,,,,1,,,,,RC,RS,,,,,,1
AVES,63,177946,ABNSB10010,"Athene cunicularia","BURROWING OWL",G4,,S3,S3,S4B,,"S4B,S4N",,S3B,S3B,"S3B,S5N","S3B,S5N",,WSC,ST,,,WSC,2,1,1,1,1,,,,"RC,RS",,,RC,1
AVES,135,177961,ABNTA07070,"Caprimulgus vociferus",WHIP-POOR-WILL,G5,,S4,,,,"S4B,S4N",,S1B,S1B,,,,,,,,,1,,,,,,,,,,,,1
AVES,134,177966,ABNTA07060,"Caprimulgus ridgwayi","BUFF-COLLARED NIGHTJAR",G5,,S2S3,S2S3,,,SNA,,,,,,,,,E,,,1,,,,,,,,,,RS,,1
AVES,187,177979,ABNTA02020,"Chordeiles minor","COMMON NIGHTHAWK",G5,,S5,,S5,,"S4B,S4N",,S5B,,S4S5B,,,,,,,,1,,,,,,,RC,RC,,,"RC,RS",1
AVES,186,177988,ABNTA02010,"Chordeiles acutipennis","LESSER NIGHTHAWK",G5,,S5,,,,"S5B,S5N",,S3S4B,S3S4B,S1B,S1B,,,,,,,1,,,,,,,,,,,,1
AVES,255,177997,ABNUA01010,"Cypseloides niger","BLACK SWIFT",G4,,,,S3B,S3B,"S2B,S2N","S2B,S2N",,,S1B,S1B,,,,,,WSC,,1,,1,1,CC,CC,,,,,,1
AVES,167,178001,ABNUA03010,"Chaetura pelagica","CHIMNEY SWIFT",G5,,,,S4B,,"S2B,S4N","S2B,S4N",,,,,,,,,,,,,,,,,,,,,,,1
AVES,168,178002,ABNUA03020,"Chaetura vauxi","VAUX'S SWIFT",G5,,S4M,,,,SNA,,S3S4M,S3S4M,SNA,,,,,,,,1,,,,,RC,,,,,,,0
AVES,10,178014,ABNUA06010,"Aeronautes saxatalis","WHITE-THROATED SWIFT",G5,,S5,,S5B,,"S3B,S4N","S3B,S4N",S4B,,S4S5B,,,,,,,,1,1,1,,,CC,CC,"CC,,RS",CC,CC,"CC,,RS",CC,1
AVES,127,178030,ABNUC44010,"Calothorax lucifer","LUCIFER HUMMINGBIRD",G4G5,,S2,S2,,,"S1B,S1N","S1B,S1N",,,,,,,,T,,,1,,,1,,,,,,,"CS,RS",,1
AVES,55,178033,ABNUC45020,"Archilochus alexandri","BLACK-CHINNED HUMMINGBIRD",G5,,S5,,S4B,,"S4B,S4N",,S4B,,S4S5B,,,,,,,,1,1,,,,,,,,,,,1
AVES,129,178035,ABNUC47020,"Calypte costae","COSTA'S HUMMINGBIRD",G5,,S5,,,,"S1B,S1N","S1B,S1N",S3B,S3B,S1B,S1B,,,,T,,,1,,1,1,,,,,,"CC,,RS",CC,,1
AVES,128,178036,ABNUC47010,"Calypte anna","ANNA'S HUMMINGBIRD",G5,,S5,,,,S3N,S3N,S4N,,,,,,,,,,1,,,,,,,,,,,,1
AVES,665,178038,ABNUC51010,"Selasphorus platycercus","BROAD-TAILED HUMMINGBIRD",G5,,S5,,S5,,"S4B,S4N",,S4B,,S3?B,S3?B,,,,,,,1,1,,,1,,,RS,,,,,1
AVES,666,178040,ABNUC51020,"Selasphorus rufus","RUFOUS HUMMINGBIRD",G5,,S5M,,SNA,,S5N,,S3M,S3M,SNA,,,,,,,,1,1,1,,,CC,"CC,CS,RS",,,,,,1
AVES,667,178041,ABNUC51030,"Selasphorus sasin","ALLEN'S HUMMINGBIRD",G5,,S2S3M,S2S3M,,,SNA,,,,,,,,,,,,1,,,,,,,,,,,,1
AVES,721,178048,ABNUC48010,"Stellula calliope","CALLIOPE HUMMINGBIRD",G5,,S4M,,SNA,,S4N,,S4B,,S3?B,S3?B,,,,,,,1,,,,,"CC,CS,RS","CC,CS,RS",CC,,,,,1
AVES,299,178050,ABNUC37010,"Eugenes fulgens","MAGNIFICENT HUMMINGBIRD",G5,,S4,,SNA,,"S3B,S3N","S3B,S3N",,,,,,,,,,,1,,,,,,,,,,RS,,1
AVES,370,178054,ABNUC34040,"Lampornis clemenciae","BLUE-THROATED HUMMINGBIRD",G5,,S4,,,,"S2B,S2N","S2B,S2N",,,,,,,,,,,1,,,,,,,,,,RS,,1
AVES,21,178065,ABNUC29080,"Amazilia beryllina","BERYLLINE HUMMINGBIRD",G4,,S1,S1,,,SNA,,,,,,,,,,,,1,,,,,,,,,,,,1
AVES,22,178066,ABNUC29150,"Amazilia violiceps","VIOLET-CROWNED HUMMINGBIRD",G5,,S3,S3,,,"S1B,S1N","S1B,S1N",,,,,,WSC,,T,,,1,,,1,,,,,,,RS,,1
AVES,351,178069,ABNUC25030,"Hylocharis leucotis","WHITE-EARED HUMMINGBIRD",G5,,S1S2,S1S2,,,SNA,,,,,,,,,T,,,1,,,,,,,,,,RS,,1
AVES,250,178073,ABNUC19020,"Cynanthus latirostris","BROAD-BILLED HUMMINGBIRD",G4,,S3,S3,,,"S1B,S1N","S1B,S1N",,,,,,,,T,,,1,,,,,,,,,,RS,,1
AVES,790,178096,ABNWA02070,"Trogon elegans","ELEGANT TROGON",G5,,S3,S3,,,"S1B,S1N","S1B,S1N",,,,,,WSC,,E,,,1,,,,,,,,,,CC,,1
AVES,310,178101,ABNWA03010,"Euptilotis neoxenus","EARED TROGON",G3,G3,S1N,S1N,,,SNA,,,,,,,WSC,,,,,,,,1,,,,,,,"RC,RS",,1
AVES,183,178112,ABNXD02020,"Chloroceryle americana","GREEN KINGFISHER",G5,,S2,S2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
AVES,160,178119,ABNXD01020,"Ceryle alcyon","BELTED KINGFISHER",G5,,"S2B,S5N","S2B,S5N",S5B,,"S4B,S4N",,S4,,"S3S4B,S3N","S3S4B,S3N",,WSC,,,,,1,,,,,,,,,,,,1
AVES,213,178154,ABNYF10020,"Colaptes auratus","NORTHERN FLICKER",G5,,S5,,S5,,"S5B,S5N",,S5,,S5,,,,,,,,1,,,,,,,,,,,,1
AVES,851,178164,ABNYF10040,"Colaptes chrysoides","GILDED FLICKER",G5,,S5,,,,,,S1,S1,,,,,,,,,,,,,,,,,,"RC,RS",,,1
AVES,422,178186,ABNYF04040,"Melanerpes erythrocephalus","RED-HEADED WOODPECKER",G5,,,,S3B,S3B,"S3B,S3N","S3B,S3N",,,,,,,,,,,,1,,1,,,,,"CC,RC",,,,1
AVES,423,178189,ABNYF04050,"Melanerpes formicivorus","ACORN WOODPECKER",G5,,S5,,,,"S3B,S3N","S3B,S3N",,,,,,,,,,,1,,,,,,,,,,,,1
AVES,421,178195,ABNYF04170,"Melanerpes carolinus","RED-BELLIED WOODPECKER",G5,,,,S4,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,424,178196,ABNYF04010,"Melanerpes lewis","LEWIS'S WOODPECKER",G4,,S4,,S4,,"S3B,S3N","S3B,S3N",S3,S3,S2,S2,,,,,,WSC,1,1,1,1,1,"CC,RC,CS,RS","CC,RC","CC,RC,CS,RS","CC,RC",,"CC,RC",,1
AVES,425,178198,ABNYF04150,"Melanerpes uropygialis","GILA WOODPECKER",G5,,S5,,,,"S2B,S2N","S2B,S2N",,,,,,,,T,,,,,,1,,,,,,"RC,RS",,,1
AVES,710,178208,ABNYF05030,"Sphyrapicus thyroideus","WILLIAMSON'S SAPSUCKER",G5,,S4,,S4B,,"S4B,S5N",,S2,S2,S2B,S2B,,,,,,,,1,,1,1,RC,"CS,RS","CS,RS",,,,,1
AVES,708,178211,ABNYF05040,"Sphyrapicus nuchalis","RED-NAPED SAPSUCKER",G5,,S4,,S5,,"S3B,S5N","S3B,S5N",S4S5B,,"S4B,S3N","S4B,S3N",,,,,,,1,1,,,,,"CS,RS",,,,,,1
AVES,709,178212,ABNYF05020,"Sphyrapicus ruber","RED-BREASTED SAPSUCKER",G5,,S1N,S1N,,,SNA,,S3,S3,,,,,,,,,,,1,,,,,,,,,,1
AVES,570,178251,ABNYF07080,"Picoides tridactylus","THREE-TOED WOODPECKER",G5,,S3,S3,S3S4,S3S4,"S3B,S3N","S3B,S3N",S2,S2,S2S3,S2S3,,,,,,WSC,,1,,,1,,,,,,,,1
AVES,566,178256,ABNYF07070,"Picoides albolarvatus","WHITE-HEADED WOODPECKER",G4,,,,,,SNA,,S2,S2,,,,,,,,,,,1,,,"CC,RC","CC,RC",,,,,,1
AVES,567,178259,ABNYF07030,"Picoides pubescens","DOWNY WOODPECKER",G5,,S4,,S5,,"S5B,S5N",,S4,,S4S5,,,,,,,,1,,,,,,,,,,,,1
AVES,568,178260,ABNYF07010,"Picoides scalaris","LADDER-BACKED WOODPECKER",G5,,S5,,S3,S3,"S5B,S5N",,S4,,S2S3,S2S3,,,,,,,,,,,,,,,,,,,1
AVES,569,178261,ABNYF07050,"Picoides stricklandi","STRICKLAND'S WOODPECKER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CC,,RS",,1
